0.103208	1	102	1350
0.306098	2	101	78
0.308306	3	103	1350
0.310504	4	105	1344
0.312702	5	107	1344
0.314901	6	109	1344
0.317099	7	112	1344
0.319298	8	114	1344
0.321166	9	116	1138
0.358133	10	103	1350
0.358518	11	103	211
0.360726	12	105	1350
0.364039	13	103	1350
0.369945	14	102	1350
0.375851	15	102	1350
0.381757	16	102	1350
0.387663	17	102	1350
0.393569	18	102	1350
0.399475	19	102	1350
0.405381	20	102	1350
0.411287	21	102	1350
0.417193	22	103	1350
0.423099	23	103	1350
0.429005	24	103	1350
0.434911	25	102	1350
0.440817	26	102	1350
0.446723	27	102	1350
0.452629	28	102	1350
0.458535	29	102	1350
0.464441	30	102	1350
0.470347	31	102	1350
0.476253	32	102	1350
0.482159	33	103	1350
0.488065	34	103	1350
0.493971	35	102	1350
0.499877	36	102	1350
0.505783	37	102	1350
0.507078	38	101	33
0.511689	39	102	1350
0.517197	40	103	1350
0.523501	41	102	1350
0.529407	42	102	1350
0.535313	43	102	1350
0.541219	44	102	1350
0.547125	45	103	1350
0.55303	46	103	1350
0.558936	47	102	1350
0.564842	48	102	1350
0.570749	49	102	1350
0.576655	50	102	1350
0.582561	51	102	1350
0.588467	52	102	1350
0.594373	53	102	1350
0.599759	54	101	1025
0.654931	55	102	1350
0.659744	56	102	1350
0.664556	57	102	1350
0.669368	58	102	1350
0.673975	59	102	1350
0.678549	60	102	1350
0.683012	61	103	1350
0.687442	62	102	1350
0.691872	63	102	1350
0.696148	64	103	1350
0.700424	65	102	1350
0.7047	66	102	1350
0.708841	67	102	1350
0.712982	68	102	1350
0.717123	69	103	1350
0.721144	70	103	1350
0.725165	71	103	1350
0.729186	72	103	1350
0.731394	73	105	1350
0.733716	74	102	1350
0.735924	75	104	1350
0.738132	76	103	1350
0.74034	77	105	1350
0.742776	78	102	1350
0.744984	79	104	1350
0.747306	80	102	1350
0.749514	81	104	1350
0.751836	82	102	1350
0.754044	83	105	1350
0.756366	84	102	1350
0.758574	85	104	1350
0.760896	86	102	1350
0.763104	87	105	1350
0.765425	88	102	1350
0.767633	89	104	1350
0.769955	90	102	1350
0.772163	91	105	1350
0.774486	92	102	1350
0.776694	93	104	1350
0.778902	94	102	1350
0.78111	95	105	1350
0.783318	96	103	1350
0.785526	97	105	1350
0.787734	98	103	1350
0.789942	99	105	1350
0.79215	100	104	1350
0.794358	101	106	1350
0.796566	102	104	1350
0.798774	103	106	1350
0.800982	104	104	1350
0.80319	105	107	1350
0.805398	106	105	1350
0.807606	107	107	1350
0.809814	108	105	1350
0.812022	109	108	1350
0.81423	110	105	1350
0.816438	111	107	1350
0.818646	112	105	1350
0.820854	113	107	1350
0.823062	114	106	1350
0.82527	115	108	1350
0.827478	116	106	1350
0.829686	117	108	1350
0.831894	118	107	1350
0.834102	119	110	1350
0.83631	120	107	1350
0.838518	121	109	1350
0.840726	122	107	1350
0.842934	123	109	1350
0.845142	124	108	1350
0.86204	125	103	1350
0.864248	126	105	1350
0.871664	127	102	1350
0.873872	128	104	1350
0.88033	129	102	1028
0.938179	130	100	34
0.947288	131	102	1350
0.949496	132	104	1350
0.951704	133	102	1350
0.953912	134	104	1350
0.95612	135	103	1350
0.958328	136	105	1350
0.960536	137	103	1350
0.962744	138	105	1350
0.964952	139	104	1350
0.96716	140	107	1350
0.969368	141	105	1350
0.971576	142	107	1350
0.973784	143	106	1350
0.975992	144	108	1350
0.9782	145	107	1350
0.980408	146	109	1350
0.982616	147	107	1350
0.984824	148	109	1350
0.987032	149	109	1350
0.98924	150	111	1350
0.991448	151	110	1350
0.993656	152	112	1350
0.995864	153	111	1350
0.998072	154	114	1350
1.00028	155	112	1350
1.00249	156	114	1350
1.0047	157	113	1350
1.0069	158	115	1350
1.00911	159	115	1350
1.01132	160	117	1350
1.01353	161	116	1350
1.01574	162	118	1350
1.01794	163	117	1350
1.02015	164	120	1350
1.02236	165	119	1350
1.02457	166	121	1350
1.02678	167	120	1350
1.02898	168	122	1350
1.03119	169	122	1350
1.0334	170	124	1350
1.03561	171	123	1350
1.03782	172	125	1350
1.04002	173	126	1350
1.04223	174	128	1350
1.04444	175	127	1350
1.04665	176	129	1350
1.04886	177	128	1350
1.05106	178	131	1350
1.05327	179	130	1350
1.05548	180	132	1350
1.05769	181	132	1350
1.0599	182	134	1350
1.0621	183	134	1350
1.06431	184	136	1350
1.06652	185	135	1350
1.06873	186	137	1350
1.07094	187	137	1350
1.07314	188	140	1350
1.07535	189	139	1350
1.07756	190	141	1350
1.07977	191	141	1350
1.08198	192	143	1350
1.08418	193	143	1350
1.08639	194	145	1350
1.0886	195	144	1350
1.09081	196	146	1350
1.09302	197	147	1350
1.09522	198	149	1350
1.09743	199	149	1350
1.09964	200	151	1350
1.10185	201	150	1350
1.10406	202	153	1350
1.10626	203	153	1350
1.10847	204	155	1350
1.11068	205	154	1350
1.11289	206	156	1350
1.1151	207	157	1350
1.1173	208	159	1350
1.11951	209	159	1350
1.12172	210	161	1350
1.12393	211	160	1350
1.12614	212	163	1350
1.12834	213	163	1350
1.13055	214	165	1350
1.13276	215	165	1350
1.13497	216	167	1350
1.13718	217	167	1350
1.13938	218	169	1350
1.14159	219	169	1350
1.1438	220	171	1350
1.14601	221	172	1350
1.14822	222	174	1350
1.15042	223	174	1350
1.15263	224	176	1350
1.15484	225	176	1350
1.15705	226	179	1350
1.15926	227	179	1350
1.16146	228	181	1350
1.16367	229	181	1350
1.16588	230	183	1350
1.16809	231	184	1350
1.1703	232	186	1350
1.1725	233	186	1350
1.17471	234	188	1350
1.17692	235	188	1350
1.17913	236	191	1350
1.18134	237	191	1350
1.18354	238	193	1350
1.18575	239	193	1350
1.18796	240	195	1350
1.19017	241	196	1350
1.19238	242	198	1350
1.19458	243	198	1350
1.19679	244	200	1350
1.199	245	200	1350
1.20121	246	203	1350
1.20342	247	203	1350
1.20562	248	205	1350
1.20783	249	205	1350
1.21004	250	208	1350
1.21225	251	145	1350
1.21446	252	147	1350
1.21666	253	147	1350
1.21887	254	149	1350
1.22108	255	150	1350
1.22329	256	152	1350
1.2255	257	152	1350
1.2277	258	154	1350
1.22991	259	154	1350
1.23212	260	157	1350
1.23433	261	157	1350
1.23654	262	159	1350
1.23874	263	159	1350
1.24095	264	161	1350
1.24316	265	162	1350
1.24537	266	164	1350
1.24758	267	164	1350
1.24978	268	166	1350
1.25199	269	166	1350
1.2542	270	169	1350
1.25641	271	167	1350
1.25862	272	169	1350
1.26082	273	169	1350
1.26303	274	172	1350
1.26524	275	172	1350
1.26745	276	174	1350
1.26966	277	174	1350
1.27186	278	176	1350
1.27407	279	177	1350
1.2748	280	177	426
1.2749	281	176	34
1.27711	282	122	1350
1.27932	283	124	1350
1.28153	284	124	1350
1.28374	285	126	1350
1.28594	286	126	1350
1.28815	287	129	1350
1.29036	288	129	1350
1.29257	289	131	1350
1.29478	290	131	1350
1.29698	291	133	1350
1.29919	292	134	1350
1.3014	293	136	1350
1.30361	294	136	1350
1.30582	295	138	1350
1.30802	296	139	1350
1.31023	297	141	1350
1.31244	298	141	1350
1.31465	299	143	1350
1.31686	300	143	1350
1.31906	301	146	1350
1.32127	302	146	1350
1.32348	303	148	1350
1.32569	304	148	1350
1.3279	305	150	1350
1.3301	306	150	1350
1.33231	307	152	1350
1.33452	308	152	1350
1.33673	309	154	1350
1.33894	310	154	1350
1.34114	311	157	1350
1.34335	312	157	1350
1.34556	313	159	1350
1.34777	314	159	1350
1.34998	315	161	1350
1.35218	316	162	1350
1.35439	317	164	1350
1.3566	318	164	1350
1.35881	319	166	1350
1.36102	320	167	1350
1.36322	321	169	1350
1.36543	322	169	1350
1.36764	323	171	1350
1.36985	324	171	1350
1.37206	325	174	1350
1.37426	326	175	1350
1.37647	327	177	1350
1.37868	328	176	1350
1.38089	329	178	1350
1.3831	330	179	1350
1.3853	331	181	1350
1.38751	332	181	1350
1.38972	333	183	1350
1.39193	334	183	1350
1.39414	335	186	1350
1.39634	336	186	1350
1.39855	337	188	1350
1.40076	338	188	1350
1.40297	339	190	1350
1.40518	340	191	1350
1.40738	341	193	1350
1.40959	342	193	1350
1.4118	343	190	1350
1.41401	344	193	1350
1.41622	345	193	1350
1.41842	346	195	1350
1.42063	347	195	1350
1.42284	348	197	1350
1.42505	349	198	1350
1.42726	350	200	1350
1.42946	351	200	1350
1.43167	352	202	1350
1.43388	353	190	1350
1.43609	354	193	1350
1.4383	355	193	1350
1.4405	356	195	1350
1.44271	357	195	1350
1.44492	358	197	1350
1.44713	359	197	1350
1.44934	360	199	1350
1.45154	361	199	1350
1.45375	362	201	1350
1.45596	363	190	1350
1.45817	364	193	1350
1.46038	365	193	1350
1.46258	366	195	1350
1.46479	367	194	1350
1.467	368	196	1350
1.46921	369	197	1350
1.47142	370	199	1350
1.47362	371	199	1350
1.47583	372	201	1350
1.47804	373	190	1350
1.48025	374	192	1350
1.48246	375	192	1350
1.48466	376	194	1350
1.48687	377	194	1350
1.48908	378	197	1350
1.49129	379	198	1350
1.4935	380	200	1350
1.4957	381	200	1350
1.49791	382	202	1350
1.50012	383	203	1350
1.50233	384	205	1350
1.50454	385	205	1350
1.50674	386	207	1350
1.50895	387	207	1350
1.51116	388	210	1350
1.51337	389	210	1350
1.51558	390	212	1350
1.51778	391	212	1350
1.51999	392	214	1350
1.5222	393	212	1350
1.52441	394	214	1350
1.52662	395	215	1350
1.52882	396	217	1350
1.53103	397	218	1350
1.53324	398	220	1350
1.53545	399	220	1350
1.53766	400	222	1350
1.53986	401	222	1350
1.54207	402	225	1350
1.54428	403	225	1350
1.54649	404	227	1350
1.5487	405	228	1350
1.5509	406	230	1350
1.55311	407	231	1350
1.55532	408	233	1350
1.55753	409	233	1350
1.55974	410	235	1350
1.56194	411	235	1350
1.56415	412	238	1350
1.56636	413	234	1350
1.56857	414	236	1350
