80.1575	1	157	1404
80.1598	2	159	1406
80.1602	3	160	206
80.1625	4	162	1406
80.1675	13	162	1406
80.1721	14	162	1406
80.3569	15	149	206
80.3715	17	153	1408
80.3834	19	154	1408
80.393	20	154	1408
80.6028	26	151	208
80.6051	27	153	1406
80.6173	29	154	1406
80.625	30	152	1406
80.8061	31	154	208
80.8084	32	155	1408
80.818	33	154	1408
80.8283	34	156	208
80.8306	35	156	1408
80.841	36	157	208
80.8437	37	158	206
80.8556	40	150	206
80.8602	41	153	1406
80.8674	42	151	1406
80.9998	43	143	206
81.0021	44	145	1406
81.0143	45	147	1406
81.0247	46	148	206
81.027	47	148	1406
81.0415	48	154	1406
81.0523	49	155	206
81.0841	53	157	1406
81.2061	54	157	206
81.2084	55	156	1406
81.2207	56	156	1406
81.2264	57	152	206
81.2318	58	154	1406
81.2463	59	155	1406
81.2544	60	152	206
81.2862	61	152	1408
81.2916	62	148	1408
81.4113	63	155	1408
81.4385	66	154	206
81.4408	67	154	1406
81.4588	69	153	206
81.4611	70	155	1406
81.4707	71	154	1406
81.4811	72	155	206
81.4834	73	156	1406
81.491	74	154	1406
81.4987	75	152	206
81.5056	76	157	1406
81.5175	77	160	1406
81.5275	78	160	206
81.5355	80	157	1406
81.5413	81	153	206
81.5436	82	154	1406
81.5539	83	154	1406
81.5616	84	153	206
81.5639	85	153	1406
81.5735	86	154	1406
81.5792	87	150	207
81.5861	88	155	1407
81.5976	89	157	1407
81.6111	90	150	207
81.6157	91	153	1407
81.6383	92	150	1408
81.6479	93	150	1408
81.6648	94	156	1408
81.6855	96	158	207
81.6912	98	153	1407
81.7188	102	150	207
81.7415	105	152	1408
81.7511	106	153	207
81.7534	107	153	1407
81.7626	108	152	1407
81.7707	109	151	207
81.7833	111	153	1407
81.791	112	151	207
81.796	113	154	1407
81.8063	114	155	1407
81.8136	115	152	207
81.8205	116	155	1407
81.8447	117	156	1407
81.8501	118	157	207
81.8524	119	158	1407
81.8597	120	159	1407
81.8608	121	154	207
81.8658	123	151	1407
81.8754	125	155	1407
81.8976	127	156	1409
81.9045	128	158	1407
81.9272	129	159	209
81.9471	130	156	1409
