40.1142	0
41.1157	896
42.1151	2585
43.115	2120
44.1161	2734
45.1182	2373
46.1188	2572
47.1217	2402
48.1236	2420
49.1235	2387
50.1269	2380
51.1267	2348
52.2037	2041
53.2034	2141
54.2064	2209
55.2067	2224
56.2086	2162
57.2101	2183
58.216	2228
59.2178	2259
60.2188	2255
61.2182	2287
62.2181	2206
63.2206	1674
64.2226	2245
65.2243	2189
66.225	2222
67.2269	2238
68.2268	2271
69.2281	2261
70.2291	2218
71.2305	2233
72.2304	2253
73.2344	1755
74.2367	2190
75.2368	2173
76.2398	2221
77.2419	2268
78.2418	2275
79.2432	2221
80.2453	2223
81.2467	2104
82.2505	1750
83.2508	1642
84.2531	1180
85.2584	1502
86.2611	1544
87.2667	1581
88.2662	1642
89.271	1614
90.2788	1587
91.2847	1586
92.2925	1523
93.2923	1548
94.2974	1261
95.2982	1455
96.3019	1516
97.304	1532
98.3092	1611
99.3132	1542
100.317	1515
101.322	1500
102.325	1550
103.327	1536
104.327	1292
105.328	1525
106.335	1349
107.337	1447
108.337	1376
109.337	1332
110.339	1437
111.338	1404
112.34	1389
113.34	1442
114.344	1360
115.346	1138
116.349	1487
117.349	1464
118.348	1464
119.349	1405
120.351	1435
121.357	1308
122.369	1214
123.372	899
124.372	651
125.382	513
126.384	673
127.385	689
128.39	754
129.389	917
130.399	878
131.399	968
132.401	830
133.407	820
134.416	889
135.417	746
136.432	800
137.443	848
138.444	741
139.45	794
140.454	854
141.461	903
142.461	930
143.468	991
144.472	1070
145.472	1030
146.476	842
147.475	1035
148.483	1127
149.483	1087
150.492	1095
151.496	1134
152.498	1166
153.506	1147
154.508	1162
155.511	1292
156.52	1040
157.523	1256
158.524	1227
159.523	1174
160.524	1341
161.532	1294
162.536	1396
163.54	1391
164.54	1368
165.547	1303
166.557	1210
167.562	1103
168.569	1287
169.574	1251
170.577	1262
171.585	1173
172.586	1258
173.587	1163
174.591	1193
175.594	1171
176.594	1177
177.598	1008
178.598	1151
179.599	1137
180.601	1207
181.606	1123
182.611	1191
183.611	1066
184.612	1232
185.617	1169
186.619	1223
187.622	998
188.622	1190
189.624	1174
190.623	1235
191.627	1204
192.628	1271
193.635	1298
194.638	1242
195.639	1308
196.641	1244
197.645	1317
198.645	1012
199.651	1289
200.659	1393
201.66	1310
202.664	1218
203.666	1178
204.672	1103
205.678	1118
206.685	1127
207.686	1189
208.691	879
209.692	1093
210.696	1031
211.696	1028
212.702	1025
213.703	1111
214.703	1067
215.708	1036
216.711	1003
217.711	1040
218.712	880
219.715	1016
220.721	999
221.725	1075
222.727	1130
223.727	1175
224.729	1163
225.737	1156
226.736	1187
227.744	1203
228.744	1243
229.746	1015
230.748	1222
231.747	1124
232.754	1189
233.757	1137
234.759	1091
235.759	1053
236.764	1107
237.769	1131
238.774	1103
239.774	891
240.774	969
241.775	982
242.781	1021
243.788	1008
244.791	1065
245.792	1049
246.792	1046
247.793	1119
248.797	1089
249.833	853
250.833	1084
251.834	1045
252.835	1004
253.842	1048
254.847	1047
255.858	1032
256.866	960
257.873	969
258.879	951
259.888	1031
260.89	846
261.893	1027
262.902	993
263.909	951
264.911	980
265.918	999
266.928	984
267.928	992
268.933	991
269.943	1026
270.945	870
271.946	1104
272.951	1098
273.959	1103
274.963	1108
275.963	1137
276.965	1067
277.973	1108
278.974	1095
279.974	1101
280.978	967
281.979	989
282.985	1086
283.993	1008
284.992	1175
285.993	1124
287.002	1191
288.008	1138
289.007	1251
290.009	1221
291.013	1276
292.015	1063
293.018	1199
294.023	1309
295.026	1235
296.034	1176
297.036	1305
298.042	1265
299.046	1334
300.048	1295
301.049	1753
302.05	1378
303.049	1772
304.052	1737
305.054	1701
306.057	1788
307.057	1806
308.056	1751
309.067	1800
310.068	1790
311.069	1863
312.124	1732
313.127	1727
314.133	1889
315.135	1883
316.138	1793
317.142	1904
318.146	1894
319.145	1960
320.149	1870
321.151	1997
322.154	1952
323.159	1554
324.159	1961
325.158	1926
326.159	1902
327.162	1893
328.165	1861
329.167	1811
330.166	1736
331.169	1761
332.172	1761
333.172	1330
334.173	1700
335.177	1578
336.184	1578
337.188	1478
338.192	1486
339.198	1457
340.201	1473
341.2	1419
342.204	1470
343.258	1216
344.26	1274
345.262	1315
346.263	1403
347.262	1488
348.264	1473
349.271	1503
350.275	1521
351.275	1587
352.278	1495
353.281	1595
354.283	1241
355.285	1646
356.288	1606
357.289	1682
358.29	1623
359.292	1595
360.293	1701
361.293	1595
362.295	1565
363.295	1597
364.295	1259
365.296	1671
366.3	1626
367.3	1585
368.307	1550
369.312	1577
370.316	1556
371.317	1601
372.318	1487
373.324	1550
374.395	1299
375.397	1400
376.397	1477
377.401	1488
378.404	1577
379.408	1669
380.411	1597
381.411	1693
382.412	1685
383.413	1719
384.417	1703
385.418	1293
386.418	1711
387.419	1669
388.423	1750
389.424	1699
390.425	1676
391.428	1766
392.43	1697
393.437	1780
394.439	1805
395.441	1401
396.442	1769
397.444	1744
398.444	1744
399.445	1718
