200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200	0
200.004	0
200.005	0
200.01	0
200.206	54
200.207	54
200.216	216
200.226	264
200.228	264
200.237	264
200.383	272
200.39	321
200.399	321
200.41	321
200.411	321
200.421	321
200.422	321
200.432	321
200.442	321
200.443	321
200.453	321
200.462	321
200.464	321
200.473	321
200.483	321
200.484	321
200.494	321
200.504	321
200.505	321
200.515	321
200.524	321
200.526	321
200.535	321
200.544	321
200.545	321
200.556	321
200.565	321
200.566	321
200.577	322
200.585	322
200.587	322
200.596	322
200.607	322
200.607	322
200.617	359
200.628	395
200.629	395
200.638	432
200.647	464
200.649	464
200.659	495
200.669	495
200.669	520
200.679	546
200.689	546
200.69	546
200.7	567
200.71	590
200.712	590
200.72	610
200.73	1038
200.731	1038
200.737	1038
200.741	1038
200.742	1038
200.747	1038
200.754	1038
200.754	1038
200.759	1038
200.764	1038
200.765	1038
200.77	1038
200.776	1038
200.777	1038
200.783	1038
200.788	1038
200.789	1038
200.794	1038
200.799	1038
200.8	1038
200.806	1042
200.812	1042
200.813	1042
200.818	1042
200.823	1042
200.824	1042
200.83	1042
200.835	1042
200.836	1042
200.841	1042
200.854	1042
200.854	1042
200.863	1042
200.872	1042
200.872	1042
200.882	1042
200.894	1042
200.894	1042
200.91	1042
200.915	1042
200.93	1042
200.939	1042
200.944	1042
200.949	1042
200.954	1042
200.959	1042
200.966	1042
200.966	1042
200.971	1042
200.977	1042
200.983	1087
200.984	1087
200.988	1087
200.994	1107
200.995	1150
201	1150
201.004	1150
201.012	1150
201.017	1150
201.022	1153
201.032	1153
201.032	1153
201.038	1153
201.043	1168
201.044	1168
201.048	1208
201.052	1208
201.055	1226
201.065	1226
201.07	1226
201.07	1239
201.082	1239
201.095	1239
201.097	1239
201.114	1256
201.118	1256
201.119	1256
201.122	1256
201.127	1256
201.127	1256
201.136	1284
201.14	1284
201.141	1284
201.146	1316
201.149	1316
201.15	1316
201.154	1316
201.158	1316
201.159	1330
201.163	1330
201.167	1330
201.168	1330
201.173	1330
201.177	1330
201.177	1330
201.181	1330
201.186	1377
201.186	1377
201.19	1377
201.194	1377
201.198	1377
201.199	1377
201.203	1377
201.207	1377
201.208	1377
201.212	1377
201.217	1411
201.218	1411
201.222	1411
201.225	1411
201.225	1411
201.229	1411
201.233	1411
201.234	1411
201.239	1411
201.243	1411
201.246	1411
201.246	1411
201.251	1411
201.255	1411
201.258	1411
201.259	1411
201.263	1411
201.267	1411
201.267	1411
201.271	1411
201.275	1411
201.276	1411
201.281	1411
201.295	1411
201.295	1411
201.313	1411
201.323	1411
201.326	1411
201.327	1411
201.33	1411
201.334	1472
201.335	1472
201.338	1472
201.343	1472
201.347	1472
201.348	1472
201.353	1492
201.355	1507
201.356	1507
201.36	1507
201.364	1507
201.365	1507
201.368	1518
201.371	1518
201.372	1518
201.377	1518
201.377	1518
201.38	1518
201.382	1518
201.387	1518
201.39	1518
201.397	1518
201.401	1526
201.402	1526
201.404	1540
201.409	1565
201.409	1565
201.412	1565
201.416	1565
201.417	1565
201.418	1565
201.42	1588
201.424	1588
201.425	1588
201.429	1588
201.43	1588
201.433	1588
201.437	1588
201.437	1588
201.441	1588
201.441	1588
201.446	1588
201.449	1626
201.45	1626
201.453	1626
201.456	1626
201.459	1633
201.459	1633
201.465	1633
201.468	1647
201.468	1647
201.475	1655
201.478	1655
201.48	1657
201.484	1657
201.484	1657
201.49	1657
201.493	1657
201.505	1672
201.505	1672
201.508	1672
201.522	1672
201.522	1672
201.532	1672
201.539	1672
201.539	1672
201.54	1672
201.544	1672
201.549	1672
201.552	1672
201.555	1672
201.559	1672
201.559	1672
201.564	1672
201.568	1672
201.57	1672
201.571	1672
201.574	1672
201.578	1672
201.582	1675
201.585	1675
201.586	1675
201.589	1675
201.592	1675
201.593	1675
201.595	1697
201.599	1697
201.599	1697
201.602	1722
201.606	1722
201.606	1722
201.609	1722
201.61	1722
201.615	1722
201.615	1722
201.618	1722
201.621	1722
201.621	1722
201.622	1722
201.622	1722
201.625	1722
201.63	1722
201.63	1722
201.634	1722
201.635	1722
201.638	1722
201.64	1722
201.641	1722
201.645	1748
201.645	1748
201.648	1748
201.651	1748
201.652	1748
201.656	1814
201.658	1814
201.661	1814
201.662	1814
201.665	1814
201.668	1814
201.671	1814
201.672	1814
201.675	1814
201.679	1814
201.679	1814
201.682	1814
201.683	1814
201.686	1814
201.688	1814
201.688	1814
201.693	1814
201.696	1814
201.7	1814
201.7	1814
201.709	1814
201.735	1814
201.738	1814
201.738	1814
201.741	1814
201.742	1814
201.744	1814
201.748	1814
201.748	1814
201.753	1814
201.757	1814
201.757	1814
201.763	1814
201.766	1814
201.772	1837
201.772	1837
201.775	1837
201.779	1837
201.785	1837
201.788	1837
201.788	1837
201.79	1837
201.795	1837
201.797	1837
201.801	1837
201.801	1837
201.804	1837
201.809	1837
201.809	1837
201.813	1837
201.813	1837
201.817	1837
201.819	1837
201.819	1837
201.823	1837
201.824	1837
201.826	1837
201.84	1837
201.842	1837
201.845	1837
201.845	1837
201.848	1837
201.849	1837
201.849	1837
201.852	1837
201.855	1837
201.859	1837
201.862	1837
201.863	1837
201.866	1837
201.869	1837
201.872	1837
201.875	1837
201.876	1837
201.879	1837
201.882	1837
201.882	1837
201.885	1837
201.886	1837
201.889	1837
201.892	1837
201.892	1837
201.897	1837
201.897	1837
201.9	1837
201.904	1837
201.905	1837
201.908	1837
201.911	1837
201.911	1837
201.914	1837
201.917	1837
201.918	1837
201.937	1837
201.94	1837
201.94	1837
201.947	1837
201.95	1837
201.953	1837
201.953	1837
201.958	1837
201.963	1837
201.963	1837
201.967	1860
201.97	1860
201.97	1860
201.974	1860
201.977	1868
201.977	1868
201.982	1868
201.985	1868
201.99	1868
201.993	1868
201.993	1868
201.997	1897
202	1897
202	1897
202.003	1897
202.005	1915
202.006	1915
202.009	1915
202.012	1915
202.012	1915
202.016	1923
202.022	1923
202.022	1923
202.026	1923
202.026	1923
202.028	1923
202.029	1923
202.032	1923
202.032	1923
202.035	1923
202.046	1923
202.048	1923
202.049	1923
202.052	1923
202.056	1923
202.056	1923
202.061	1923
202.061	1923
202.064	1923
202.068	1923
202.068	1923
202.07	1923
202.076	1923
202.078	1923
202.081	1923
202.085	1923
202.088	1923
202.089	1923
202.091	1923
202.094	1923
202.094	1923
202.097	1923
202.097	1923
202.101	1923
202.103	1923
202.104	1923
202.107	1923
202.109	1923
202.113	1923
202.115	1923
202.116	1923
202.12	1923
202.123	1923
202.14	1923
202.142	1923
202.142	1923
202.146	1923
202.148	1923
202.148	1923
202.151	1923
202.155	1923
202.158	1923
202.158	1923
202.166	1923
202.168	1923
202.17	1923
202.173	1923
202.174	1923
202.178	1923
202.183	1923
202.183	1923
202.19	1923
202.195	1923
202.195	1923
202.198	1923
202.2	1923
202.204	1923
202.205	1923
202.208	1923
202.211	1923
202.213	1923
202.213	1923
202.216	1923
202.216	1923
202.22	1923
202.222	1923
202.223	1923
202.231	1923
202.233	1923
202.233	1923
202.237	1923
202.237	1923
202.24	1923
202.249	1941
202.249	1941
202.258	1950
202.26	1950
202.262	1950
202.265	1950
202.267	1950
202.269	1950
202.271	1950
202.272	1950
202.276	1950
202.279	1950
202.281	1950
202.285	1950
202.287	1950
202.292	1950
202.294	1950
202.296	1950
202.298	1958
202.301	1958
202.301	1958
202.304	1958
202.304	1958
202.307	1958
202.312	2018
202.312	2018
202.314	2018
202.316	2067
202.319	2067
202.32	2067
202.322	2067
202.326	2091
202.329	2091
202.329	2091
202.332	2091
202.335	2097
202.335	2097
202.338	2097
202.34	2097
202.341	2097
202.343	2097
202.351	2127
202.352	2127
202.363	2127
202.363	2127
202.375	2134
202.385	2137
202.387	2137
202.398	2137
202.407	2137
202.419	2137
202.428	2137
202.431	2137
202.441	2137
202.451	2137
202.453	2137
202.464	2137
202.466	2137
202.475	2137
202.487	2137
202.497	2137
202.508	2137
202.51	2137
202.52	2137
202.524	2137
202.525	2137
202.529	2137
202.53	2137
202.534	2137
202.537	2137
202.538	2137
202.543	2137
202.546	2137
202.551	2137
202.555	2137
202.559	2137
202.564	2137
202.567	2137
202.572	2137
202.572	2137
202.577	2137
202.577	2137
202.581	2137
202.586	2137
202.586	2137
202.59	2137
202.595	2137
202.595	2137
202.599	2137
202.604	2137
202.604	2137
202.609	2137
202.609	2137
202.614	2137
202.619	2137
202.619	2137
202.623	2137
202.628	2137
202.628	2137
202.632	2137
202.637	2137
202.641	2137
202.642	2137
202.646	2137
202.65	2137
202.653	2137
202.654	2137
202.659	2137
202.663	2137
202.664	2137
202.667	2137
202.671	2137
202.672	2137
202.677	2137
202.684	2137
202.685	2137
202.692	2137
